spp_name, ott_id, broken_taxon, mrca_of_descendents, in_synth_tree
Stenopterobia sp. 50,5655578,-,-,T
Apolemia sp. BO-2009,1046968,-,-,F
Hantzschia amphioxys,1003865,-,-,F
Silvanigrellales,7031039,-,-,F
Leptolegnia caudata,179525,-,-,T
Ascobolaceae,880973,-,-,T
Setosphaeria rostrata,85504,-,-,T
Serpula himantioides,955080,-,-,T
Pterosiphonia sp. 3baileyi,5654213,-,-,T
Dominikia bernensis,5670648,-,-,T
Colwellia sp. S807,5905458,-,-,F
Blastocladiales,469418,-,-,T
Curtobacterium flaccumfaciens,227904,-,-,T
Lecanicillium fusisporum,90402,-,-,T
Folliculinidae,159784,-,-,F
Microvirga sp. DB1703,5636434,-,-,F
Desulfatirhabdium butyrativorans,865732,-,-,T
Melanommataceae,566526,-,-,T
Apiognomonia veneta,536339,-,-,T
Spirogyra sp. ZIP2,480626,-,-,F
Lycoperdon sp. H20,343001,-,-,F
Ramariopsis cf. subtilis,7522140,-,-,T
Chlamydomonas sp. UWO 241,5661804,-,-,F
Lophocladia sp. ARS-2011,723900,-,-,F
Hymenoscyphus sp. FC-2727,4042488,-,-,F
Desmodesmus armatus,714571,-,-,T
Barranca multiflagellata,5917696,-,-,T
Stenella araguata,4075971,-,-,T
Blastococcus sp. I12A-02939,5879693,-,-,F
Amphichaeta sannio,160970,-,-,T
Discula quercina,5708837,-,-,T
Kosmotoga sp. enrichment culture,None,-,-,F
Genea harknessii,256218,-,-,T
Saitozyma ninhbinhensis,608059,-,-,T
Pseudoamphisiellida,939103,-,-,F
Planomicrobium glaciei,537111,-,-,T
Claroideoglomus luteum,764420,-,-,T
Corallina officinalis,330760,-,-,T
Flavicella marina,5615209,-,-,T
Podospora sp. MAB-2010a,678195,-,-,F
Oligoflexales,5575568,-,-,F
Hyphomicrobium sp. 16-60,601698,-,-,F
Blumeria graminis,555363,-,-,T
Diplopsalis lenticula,335052,-,-,T
Cantharellales,558119,-,-,T
Sabellariidae,336912,-,-,T
Barnettozyma californica,1034125,-,-,T
Sugiyamaella lignohabitans,70519,-,-,T
Blochmannia endosymbiont of Camponotus sp.,None,-,-,F
Placoneis minor,5435003,-,-,T
Plagiostriata goreensis,983601,-,-,T
Brevinema andersonii,135500,-,-,T
Ulvibacter sp. LPB0005,5887086,-,-,F
Glycera cf. tridactyla FS19,5972798,-,-,T
Curtobacterium sp. L242,5644240,-,-,F
Halomicroarcula sp.,5279998,-,-,F
Pythium brachiatum,5585280,-,-,T
Amoebophrya sp. Dinophysis,None,-,-,F
Limnobacter sp. KP1-61,384245,-,-,F
Sphingobacteriia,1082459,T,mrcaott1100ott4863,T
Eleutherascus lectardii,1071527,-,-,T
Simplicispira metamorpha,1023966,-,-,T
Leucothecium emdenii,969392,-,-,T
Blastochloris sulfoviridis,109083,-,-,T
[Candida] duobushaemulonii,None,-,-,F
Zymoseptoria tritici,906425,-,-,T
Pseudomonas sp. YRR04,691145,-,-,T
Acaulospora sp. ZS2005,270399,-,-,F
Geodermatophilus pulveris,5879717,-,-,T
Chlamydomonas sp. 18 (FA),5293037,-,-,F
Gymnomyces sp. Trappe 13006,1055689,-,-,F
Scleroderma areolatum,672877,-,-,T
Olpidiopsis porphyrae,467635,-,-,T
Sympoventuriaceae,5345111,-,-,T
Oceanospirillum linum,956170,-,-,T
Actinoplanes subtropicus,507405,-,-,T
Rhodobacter sp. Jip03,45354,-,-,T
Sulfurirhabdus autotrophica,5903822,-,-,T
Rudanella lutea,240047,-,-,T
Rhodovastum atsumiense,1059036,-,-,T
Phellinus bicuspidatus,181736,-,-,T
Exophiala bonariae,5310517,-,-,T
Capnodiales,208367,T,ott971709,T
Aquisalinus sp.,5896796,-,-,T
Urostyla grandis,1060051,-,-,T
Bdellovibrio sp. SD2GS,300248,-,-,F
Aggregata eberthi,361478,-,-,T
Thauera sp. 53,1025488,-,-,F
Legionella sp. W05-934-2,632075,-,-,T
Gloeophyllum sepiarium,518288,-,-,T
Troglodytella abrassarti,841392,-,-,T
Thelebolaceae,1085284,-,-,T
Pseudomonas stutzeri,305830,-,-,T
Salishia firma,564100,-,-,T
Bacteroidaceae,41369,T,mrcaott13148ott24308,T
Monilinia sp.,559211,T,ott51652,T
Selenaspora guernisacii,283850,-,-,T
Actinoplanes cyaneus,345104,-,-,T
Legionella sp. W10-070,135837,-,-,T
Mayamaea permitis,4024551,-,-,T
Micrasterias jenneri,304678,-,-,T
Mesorhizobium sp. MG30,412559,-,-,F
Sporomusa malonica,10273,-,-,T
Paenibacillus alvei,782694,-,-,T
Tiaricodon coeruleus,508760,-,-,T
Verrucomicrobiae,479559,-,-,T
Spartobacteria,213282,-,-,T
Asterionella glacialis,5987852,-,-,T
Granulosicoccus coccoides,926612,-,-,T
Leotiomycetes,346134,-,-,T
Ureibacillus composti,341345,-,-,T
Pseudochilodonopsis fluviatilis,628630,-,-,T
Warnowiaceae,821615,-,-,F
Cryptosporidium canis,662515,-,-,T
Acanthophora spicifera,413618,-,-,T
Festuca arundinacea,105576,-,-,T
Peritromus kahli,683078,-,-,T
Methylotenera mobilis,291198,-,-,T
Coniothyrium sp. NH2-2,992589,-,-,F
Hymenopellis furfuracea,561711,-,-,T
Inocybe rhodiola,963173,-,-,T
Tachysphex sp. BIOUG02380-D03,7374964,-,-,F
Neochromadora poecilosomoides,841743,-,-,T
Aeromonadales,767314,-,-,T
Fallacia cf. forcipata,139753,-,-,T
Pleurostoma repens,250121,-,-,T
Marinospirillum minutulum,454879,-,-,T
Tetrastemma coronatum,105251,-,-,T
Methylococcus capsulatus,603976,-,-,T
Clitocybe robusta,374599,-,-,T
Bdellovibrio bacteriovorus,379944,-,-,T
Verrucoconiothyrium nitidae,285284,-,-,T
Strombidinopsis batos,2823766,-,-,T
Roseovarius tolerans,191091,-,-,T
Haloguignardia irritans,706172,-,-,T
Clostridium novyi,1013647,-,-,T
Altererythrobacter sp. AMV9,1068694,-,-,T
Flavobacterium cucumis,307161,-,-,T
Sphingomonas sp. I15B-00863,5901499,-,-,F
Tolumonas auensis,916130,-,-,T
Verrucaria rosula,5310368,-,-,T
Cyclidium glaucoma,912541,-,-,T
Urosoma karinae,4031000,-,-,T
Lactomassilus timonensis,7022082,-,-,F
Beggiatoa sp. 1401-13,604251,-,-,T
Helotiales,51652,-,-,T
Opitutus sp. VeSm13,909665,-,-,T
Alcaligenes sp. Ic4,883462,-,-,T
Lecanicillium saksenae,57897,-,-,T
Aspergillaceae,5261956,-,-,F
Nannocystis sp.,424520,-,-,T
Pinnularia substreptoraphe,1098607,-,-,T
Glomus indicum,817910,-,-,T
Pithya cupressina,1014627,-,-,T
Sphingosinicella sp. BS11,523417,-,-,T
Olegblumia demissa,5697754,-,-,T
Salinirepens amamiensis,940951,-,-,T
Paenibacillus sp. OVC24,1006585,-,-,F
Denitratisoma sp. TSA61,925206,-,-,F
Cladophialophora emmonsii,464749,-,-,T
Pseudomonas hunanensis,668506,-,-,T
Glomus sp. 23 ZHNL-2013,5670561,-,-,F
Cladorrhinum samala,514990,-,-,T
Trachelostylidae,897465,-,-,F
Phenylobacterium sp. URHA0004,5896757,-,-,F
Nemania sp. RJ-2015,6380502,-,-,F
Neogoniolithon megalocystum,216954,-,-,T
Emcibacter sp.,5588192,-,-,T
Limnodrilus hoffmeisteri,986497,-,-,T
Vishniacozyma heimaeyensis,920816,-,-,T
Pseudococcus jackbeardsleyi,135880,-,-,T
Phialophora sp. AX163,4928242,-,-,T
Mesorhizobium sp. B7,5898035,-,-,T
Sunxiuqinia sp. JNU-J035,39361,-,-,T
Solicoccozyma terricola,422131,-,-,T
Nocardioides sp. 805,5643857,-,-,F
Owenia fusiformis,941628,-,-,T
Cycloclasticus sp. enrichment culture clone SWNAP12,None,-,-,F
Roseomonas vinacea,392763,-,-,T
Herbaspirillum sp. AR1(3),5237134,-,-,F
Cosmospora stegonsporii,1039807,-,-,T
Candidatus Brocadia fulgida,991798,-,-,T
Zoophthora radicans,737329,-,-,T
Hygrocybe miniata,242148,-,-,T
Sellaphoraceae,548612,-,-,F
Aspergillus niger,120377,-,-,T
Thermaerobacter subterraneus,275701,-,-,T
Apicomplexa,422673,-,-,T
Glomerales,157948,-,-,T
Pythium cedri,7562087,-,-,T
Thelephoraceae,607536,-,-,T
Xanthomonadales,193065,-,-,T
Succinatimonas hippei,66942,-,-,T
Closterium baillyanum,3854851,-,-,T
Corymbiglomus corymbiforme,1087182,-,-,T
Briansuttonomyces eucalypti,6377899,-,-,T
Acartia californiensis,2956297,-,-,T
Aminobacter sp. CL-9.08,94707,-,-,T
Amphipleuraceae,257726,-,-,F
Minutisphaera aspera,5683028,-,-,F
Flosculariidae,681210,-,-,T
Dethiobacter alkaliphilus,64767,-,-,T
Fonsecazyma tronadorensis,489585,-,-,T
Apicoporus parvidiaboli,674546,-,-,T
Paramunida polita,431823,-,-,T
Pythium porphyrae,957693,-,-,T
Chelativorans sp. Senegal-BVS 3.5.2,5897977,-,-,F
Lepiota castanea,355914,-,-,T
Cutaneotrichosporon cyanovorans,283147,-,-,T
Haloferula chungangensis,1024757,-,-,T
Pseudorhodobacter sp. OL31,723309,-,-,F
Roseomonas sp. Pao52,5635625,-,-,F
Beauveria sp. ATT244,771919,-,-,F
Virgibacillus halodenitrificans,933498,-,-,T
Poecilosclerida,71327,T,ott588758,T
Appendicularia,534064,-,-,T
Agaricostilbaceae,1021896,T,mrcaott23276ott23291,T
Alcanivorax indicus,119919,-,-,T
Alkalitalea saponilacus,15355,-,-,T
Echinoida,43570,T,ott669472,T
Moellerodiscus pinicola,3714881,-,-,T
Terrimonas ferruginea,799856,-,-,T
Clonostachys buxi,410028,-,-,T
Hyphomonadaceae,101508,-,-,T
Paramecium buetschlii,5667884,-,-,T
Alkalibacterium iburiense,395073,-,-,T
Gramella aquimixticola,5614520,-,-,T
Cryptosporangium sp. URHD0099,5879614,-,-,F
Bacillus sp. HWE2-18,1021512,-,-,T
Kocuria palustris,590989,-,-,T
Desulfurivibrio sp. AMeS2,5258178,-,-,F
Marmoricola sp. W1.09-48,5234825,-,-,F
Stenotrophomonas sp. EB55,134524,-,-,T
Prosthecobacter vanneervenii,75298,-,-,T
Comoclathris sedi,5712943,-,-,T
Alkaliphilus metalliredigens,717405,-,-,T
Planctomycetia,5896452,-,-,F
Herbaspirillum sp. TSX4-3,264043,-,-,T
Amphipholis squamata,540028,-,-,T
Monographella sp.,152166,-,-,T
Cellulophaga algicola,634120,-,-,T
Bracteacoccus sp. KF-2011f,634956,-,-,F
Aspergillus penicillioides,75252,-,-,T
Rhizopogon brunsii,869440,-,-,T
Ansanella granifera,5663415,-,-,T
Novosphingobium sp. SSRB21-2,671660,-,-,F
Nocardioides rubriscoriae,1035854,-,-,T
Bacillaria paxillifer,446447,-,-,T
Neocrinula xanthorrhoeae,7516805,-,-,T
Salinisphaeraceae,575774,-,-,T
Legionella sp. L-86,5908058,-,-,F
Septoglomus viscosum,4039562,-,-,T
Pithites vorax,845131,-,-,T
Geobacteraceae,726987,T,mrcaott55524ott112770,T
Chryseobacterium sp.,184643,-,-,T
Pelolinea submarina,4765213,-,-,T
Microcalicium ahlneri,4066955,-,-,T
Mucinivorans hirudinis,5586309,-,-,T
Apokeronopsis ovalis,527124,-,-,T
Ponticaulis koreensis,243228,-,-,T
Eucalyptostroma eucalypti,7517278,-,-,T
Cryptomonas borealis,327681,-,-,T
Melobesia sp. 2BC,5654075,-,-,F
Rhizomicrobium sp. URHE0027,5897811,-,-,F
Paxillus involutus,92696,-,-,T
Maribacter sp. MAR_2009_60,162732,-,-,F
Cladosporium sp. HT-Z1-L,5714792,-,-,F
Bacillus sp. SDT5,762328,-,-,T
Azospirillum sp. TS13,736430,-,-,F
Sporomusa sp. 2C,5996296,-,-,F
Pleurosigma intermedium,518856,-,-,T
Gonyostomum semen,906050,-,-,T
Bradyrhizobium sp. Leb-11,148842,-,-,F
Ulotrichales,931115,-,-,T
Pseudo-nitzschia fraudulenta,404518,-,-,T
Thermosulfuriphilus ammonigenes,7040608,-,-,T
Lewinella sp. SD302,7010600,-,-,F
Selenastrum bibraianum,30556,-,-,T
Stappia sp. ES.058,5996971,-,-,F
Aureobasidium sp.,252445,-,-,T
Pseudomonas alcaliphila,452687,-,-,T
Neodevriesia capensis,716689,-,-,T
Arthrodermataceae,188805,T,mrcaott13947ott542218,T
Chromulinales,765133,T,mrcaott6033ott15572,T
Preussia sp. E10,4930432,-,-,T
Sphingomonas sp. CB 286425,5901431,-,-,F
Buergenerula spartinae,48816,-,-,T
Boletaceae,685640,T,ott1012685,T
Inocybe inodora,672196,-,-,T
Melanoleuca heterocystidiosa,880385,-,-,T
Erysipelothrix larvae,5604784,-,-,T
Erythrobacter sp. KLE1222,672833,-,-,F
Heterotextus alpinus,5299021,-,-,T
Pinnunavis sp. 118,5655934,-,-,T
Sagenomella striatispora,709980,-,-,T
Altererythrobacter atlanticus,32409,-,-,T
Pelobacter carbinolicus,1073964,-,-,T
Tomentella atramentaria,5299078,-,-,T
Paracraurococcus sp. 1PNM-27,266657,-,-,T
Plocamium cf. angustum 3 GWS-2011,151267,-,-,T
Desmidiales,897405,-,-,T
Valsaceae,103004,-,-,T
Deinococcus sp.,563951,-,-,T
Isoptericola sp. BAB-5691,5882340,-,-,F
Sulfurimonas sp. MA01,5634718,-,-,F
Pseudomonas sp. S20,899765,-,-,T
Exitianus exitiosus,579960,-,-,T
Eutintinnus cf. apertus,6383423,-,-,T
Chlorococcum sp. MACC 786,7042370,-,-,F
Auriculariales,741000,-,-,T
Sellaphora sp. 92,5655900,-,-,F
Tuber whetstonense,542140,-,-,T
Plasmopara pusilla,799360,-,-,T
Brachionus calyciflorus,939320,-,-,T
Winogradskyella sp.,1061639,-,-,T
Cladophialophora sp. 2-NN-2017,7514787,-,-,F
Aerococcus viridans,542716,-,-,T
Polyangium fumosum,1079841,-,-,T
Spirochaetales,992119,-,-,T
Peronospora manshurica,253623,-,-,T
Mammalia,244265,-,-,T
Ascomycota,439373,-,-,T
Micromonas sp. RCC114,216381,-,-,T
Pedobacter steynii,677439,-,-,T
Tanytarsus sp. BOLD:AAN4675,5036403,-,-,F
Epiphyllum shenzhenense,69444,-,-,T
Orbicula parietina,3789043,-,-,T
Sphaerobolus stellatus,989764,-,-,T
[Candida] kipukae,None,-,-,F
Alternaria tenuissima,325513,-,-,T
Murispora cardui,5977931,-,-,T
Fusarium proliferatum,446901,-,-,T
Eumolpianus cf. cyrturus/eumolpi F465,5808225,-,-,T
Ferrimicrobium sp. BGR 49,922441,-,-,F
Penicillium sp. H21,516890,-,-,F
Clostridium sp. r53,660075,-,-,T
Gomphaceae,146473,T,ott822495,T
Bradyrhizobium sp. 73SA1SAPT,163664,-,-,F
Tremella sp.,5578938,-,-,F
Allium cepa,781600,-,-,T
Scutellinia heterosculpturata,79476,-,-,T
Ulva cf. clathratioides BW-2013 (clade A),5233937,-,-,T
Gymnoxanthella radiolariae,5986845,-,-,F
Geoalkalibacter ferrihydriticus,361694,-,-,T
Sunxiuqinia dokdonensis,5254490,-,-,T
Ceratobasidium sp. BNR Mtype 1,1032120,-,-,F
Paulsenella vonstoschii,814359,-,-,T
Culicoides dubius,624243,-,-,T
Gyrosigma fasciola,777292,-,-,T
Bacillus sp. PLC9,134940,-,-,F
Polaribacter porphyrae,847058,-,-,T
Coniella sp. I399,517098,-,-,F
Chroomonas sp. M1703,414519,-,-,T
Bulgaria inquinans,902757,-,-,T
Bursaphelenchus paraluxuriosae,39070,-,-,T
Desulfotomaculum putei,786630,-,-,T
Preussia sp. L34,117318,-,-,T
Monoblepharis macrandra,77429,-,-,T
Actinocorallia longicatena,701946,-,-,T
Pulcherricium caeruleum,468073,-,-,T
Neostagonospora caricis,5221359,-,-,T
Phaeodactylum tricornutum,529438,-,-,T
Chlamydodon sp. FG-2017d,7528631,-,-,T
Rhodanobacter sp. DCY112,7039184,-,-,F
Didymosphaeria variabile,1009511,-,-,T
Chryseobacterium sp. BJSF,471560,-,-,F
Sulfobacillus acidophilus,169126,-,-,T
Modestobacter multiseptatus,973004,-,-,T
Clostridium sp. enrichment culture,None,-,-,F
Iamia majanohamensis,380127,-,-,T
Neocamarosporium korfii,7514041,-,-,T
Chthamalidae,663620,T,mrcaott6741ott6742,T
Acetobacterium sp. enrichment culture clone SB2-85,None,-,-,F
Cladophialophora sp. 131,5695734,-,-,F
Hypomyces chrysospermus,264479,-,-,T
Leptosphaeria proteicola,507517,-,-,T
Tateyamaria pelophila,365192,-,-,T
Reinekea marina,4788190,-,-,T
Penicillium camemberti,226495,-,-,T
Sphaeroceridae,150315,-,-,T
Beijerinckia sp. Lor46,5636659,-,-,F
Pseudobacter ginsenosidimutans,871335,-,-,T
Pseudomonadales,191376,T,mrcaott89ott90,T
Clostridium sp. PPf35E6,833811,-,-,F
Sphaerozoum punctatum,1093165,-,-,T
Haliclona sp. OGL2003,752259,-,-,F
Cyclopoida,462829,T,ott754178,T
Flavobacterium qiangtangense,5383775,-,-,T
Geodermatophilus daqingensis,7003249,-,-,T
Lampriscus kittonii,85900,-,-,T
Synurophyceae,173963,-,-,F
Clytia hemisphaerica,33385,-,-,T
Pseudomonas sp. I-Bh4-8,496954,-,-,F
Dacrymycetes,5287468,-,-,T
Paracraurococcus sp. ORS 1473,486162,-,-,T
Colletotrichum tamarilloi,608243,-,-,T
Azoarcus sp. enrichment culture clone SJC13,None,-,-,F
Ornithinicoccus sp. YJ01,523739,-,-,T
Pseudokineococcus sp. SCSIO 13315,5371244,-,-,F
Criotettix bispinosus,514206,-,-,T
Pseudoalteromonas sp. 7024,442904,-,-,T
Caldinitratiruptor microaerophilus,847711,-,-,F
Zanclea sp. MA007,5675894,-,-,F
Rhizoctonia butinii,5262628,-,-,T
Mollisia sp.,30120,-,-,T
Sphagnum palustre,738988,-,-,T
Cytophaga sp. PRPR22,104161,-,-,T
Pleotrichocladium opacum,5311188,-,-,F
Chlamydomonas meslinii,157854,-,-,T
Phenylobacterium sp. URHA0022,5896758,-,-,F
Blastocladiaceae,469426,T,mrcaott67172ott235997,T
[Clostridium] saccharolyticum,570671,-,-,T
Novosphingobium stygium,1035132,-,-,T
Exophiala lecanii-corni,238340,-,-,T
Virgibacillus sp. HB50,5612026,-,-,F
Scolelepis bonnieri,158206,-,-,T
Physophora hydrostatica,408506,-,-,T
Pectinidae,975312,-,-,T
Tiarina sp.,930704,-,-,T
Goodfellowiella coeruleoviolacea,866030,-,-,T
Chaetopterus sp. 1 KJO-2005,615067,-,-,F
Marasmius plicatulus,924448,-,-,T
Rubellimicrobium roseum,730248,-,-,T
Bradymyces graniticola,6377377,-,-,T
Gymnopus pleurocystidiatus,7523598,-,-,T
Hygrocybe coccinea,462737,-,-,T
Pseudobacteriovorax antillogorgiicola,5580870,-,-,T
Entosthodon bonplandii,607565,-,-,T
Equisetum robustum,308005,-,-,T
Nakamurella panacisegetis,786815,-,-,T
Anaerobiospirillum succiniciproducens,303966,-,-,T
Larca lata,895021,-,-,T
Chondromyces lanuginosus,23823,-,-,T
Arthrobacter sp. A1047,50404,-,-,F
Pinnularia acrosphaeria,728012,-,-,T
Cystobasidiopsis lophatheri,509275,-,-,T
Brachionidae,471705,-,-,T
Geobacter sp. AOG3,5642307,-,-,F
Desulfuromonas carbonis,5642301,-,-,T
Lophiostoma corticola,781340,-,-,T
Hydrurus foetidus,373311,-,-,T
Mollisia caespiticia,3713254,-,-,T
Paradendryphiella arenariae,3796670,-,-,T
Coniophora marmorata,309643,-,-,T
Batcheloromyces leucadendri,733751,-,-,T
Haematococcaceae,391062,-,-,T
Mesostigma viride,976425,-,-,T
Roseicitreum antarcticum,814986,-,-,T
Cosmospora sp.,339932,T,mrcaott9155ott94354,T
Acrocalymma fici,5713866,-,-,T
Fusarium dimerum,60259,-,-,F
Sarcodiotheca furcata,1052579,-,-,T
Sphingomonas sp. WX71,5238441,-,-,F
Xanthobacter flavus,491220,-,-,T
Tistrella mobilis,670960,-,-,T
Ascobolus crenulatus,522198,-,-,T
Desmacella cf. annexa BELUM<GBR> Mc4240,4939304,-,-,T
Ectothiorhodospira sp. enrichment culture,None,-,-,F
Pythium camurandrum,355579,-,-,T
Skermanella sp. s4t1,5900749,-,-,F
Polychytriales,678978,-,-,T
Pontibacter indicus,4767068,-,-,T
Parametriocnemus sp. 20280-A6,5229759,-,-,F
Tenericutes,663421,-,-,T
Brachythecium albicans,568835,-,-,T
Pariphimedia integricauda,176610,-,-,T
Junghuhnia carneola,4099471,-,-,T
Navicula salinicola,820112,-,-,T
Chloridium chloroconium,250261,-,-,T
Rhopalodiaceae,344386,-,-,F
Tityus cf. bastosi AAOA-2016,7110398,-,-,T
Protomyces macrosporus,151809,-,-,T
Dehalococcoides sp. BHI80-15,586900,-,-,T
Acidaminobacter sp. enrichment culture clone B18,None,-,-,F
Dasya caraibica,4012107,-,-,T
Micrococcus sp. enrichment culture,None,-,-,F
Salinimicrobium xinjiangense,328613,-,-,T
Haslea sp. CCMP1981,400620,-,-,F
Beggiatoa sp. AA5A,133769,-,-,T
Nitratireductor sp. CZ-AT8,5170128,-,-,F
Polaribacter sp. KT 15,5993303,-,-,F
Brevundimonas alba,354514,-,-,T
Sphingomonas agri,5901494,-,-,T
Lysobacter soli,52745,-,-,T
Angiostrongylus cantonensis,516791,-,-,T
Qipengyuania sediminis,5570579,-,-,T
Coxiellaceae,899058,T,mrcaott719ott162734,T
Urechis caupo,76608,-,-,T
Planctopirus limnophila,839868,-,-,F
Heteronemertea,481610,-,-,T
Salinimicrobium sp.,228099,-,-,T
Bryum bicolor,374717,-,-,T
Plakina crypta,504367,-,-,T
Dongia sp.,294031,-,-,T
Inocybe splendens,56903,-,-,T
Sphingomicrobium flavum,744877,-,-,T
Pseudoalteromonas sp. D07S-1(2012),529629,-,-,F
Microbacteriaceae,231766,-,-,T
Sphingomonas sp. Is-C091,503504,-,-,F
Bacillus sp. BCF5,869703,-,-,T
Chloroidium angustoellipsoideum,256769,-,-,T
Marinobacter sp. B-3081,545005,-,-,T
Blidingia sp. WS-2017,7043935,-,-,F
Lactarius sp. YM2685,5683778,-,-,T
[Clostridium] fimetarium,477524,-,-,F
Lutibacter sp. LPB0138,5886928,-,-,F
Candidatus Metachlamydia lacustris,1081409,-,-,T
Microthecium ellipsosporum,3701128,-,-,T
Vishniacozyma psychrotolerans,482889,-,-,T
Centropagidae,265972,-,-,T
Acremoniopsis suttonii,5710945,-,-,T
[Candida] stellimalicola,980773,-,-,T
Filobasidium oeirense,422136,-,-,T
Clathria reinwardti,157576,-,-,T
Frontonia pusilla,5986415,-,-,T
Querciphoma carteri,928511,-,-,T
Preussia polymorpha,297306,-,-,T
Thalassiosiraceae,422796,-,-,F
Gemmatimonadaceae,264370,-,-,T
Pseudomonas sp. BIM B-222,258333,-,-,F
Hydrogenovibrio crunogenus,822345,-,-,T
Enterogona,526356,-,-,T
Trichosporon sp. JCM 9941,347301,-,-,F
Pseudoalteromonas rubra,867296,-,-,T
Miniancora allisoniensis,4092753,-,-,T
Devriesia sp. GSH2_8,5488054,-,-,F
Lycoperdon pyriforme,558966,-,-,T
Sporosarcina pasteurii,663717,-,-,T
Hypocreales,728371,T,ott971709,T
Camptobasidium hydrophilum,311343,-,-,F
Vishniacozyma victoriae,749727,-,-,T
Hemipodia simplex,4981142,-,-,T
Schizothecium glutinans,237984,-,-,T
Phaeosphaeriaceae,581434,T,ott18194,T
Aspergillus ficuum,277134,-,-,T
Devosia sp. DK1,692540,-,-,T
Erysipelothrix sp. CE1,5896124,-,-,F
Bacillus sp. DB52(2010),788200,-,-,F
Chromadorea,931693,-,-,T
Macrobiotus macrocalix,143255,-,-,T
Alicyclobacillus ferrooxydans,498019,-,-,T
Gymnoascaceae,84169,T,mrcaott7943ott7946,T
Chlamydomyzium dictyuchoides,751708,-,-,T
Trichoderma koningiopsis,157217,-,-,T
Actinoplanes toevensis,197049,-,-,T
Lagenidiales,1058211,-,-,F
Claussenomyces kirschsteinianus,4042426,-,-,T
Achlya papillosa,958339,-,-,T
Aquisalimonas sp. AK101,7032650,-,-,F
Biappendiculispora japonica,5978242,-,-,T
Septobasidium canescens,564181,-,-,F
Yarrowia lipolytica,832179,-,-,T
Desulfobacterales,371456,T,mrcaott50ott795,T
Clavariadelphus pistillaris,160856,-,-,T
Amphidiniopsis korewalensis,2830442,-,-,T
Actinoplanes sp. CATR-7,873060,-,-,F
Desulfovibrio sp. Ppro,5642270,-,-,F
Paenibacillus thermoaerophilus,4794041,-,-,T
Conocybe inocybeoides,703788,-,-,T
Pythium heterothallicum,883077,-,-,T
Spirochaetia,31976,T,mrcaott1100ott3482,T
Phaeosphaeria sp. TMS-2011,897963,-,-,F
Peptococcus simiae,5605200,-,-,T
Pezicula californiae,726198,-,-,T
Phialemonium atrogriseum,560368,-,-,T
Aureimonas altamirensis,73310,-,-,T
Devosia sp. enrichment culture clone R2.4-173,None,-,-,F
Phialocephala humicola,17790,-,-,T
Agaricus edmondoi,5305310,-,-,T
Glaciecola punicea,722243,-,-,T
Amphisphaeriaceae,550724,T,ott565288,T
Cocleimonas flava,313868,-,-,T
Fastidiosipila sanguinis,271056,-,-,T
Phycicoccus sp. GT-36,None,-,-,F
Oocystella oogama,5414412,-,-,T
Emticicia sp. KJ033,413831,-,-,T
Boletus sp. 2 AF-2013,4106086,-,-,F
Pisolithus sp. ECV3205,963880,-,-,F
Inocybe sp. 6 RT-2012,25316,-,-,F
Gemmata sp. SD1-1,519160,-,-,F
Penicillium sp. OTU059 AN-2016,5979827,-,-,F
Pelotomaculum thermopropionicum,454737,-,-,T
Peptococcus sp. canine oral taxon 044,360914,-,-,T
Prorodon ovum,2825544,-,-,T
Rhizobium sp. enrichment culture clone E26,None,-,-,F
Monoblepharidaceae,305127,-,-,T
Kwoniella newhampshirensis,5678733,-,-,T
Lithodesmium variabile,2819620,-,-,T
Coxiella endosymbiont of Ornithodoros marocanus,5630713,-,-,T
Xiphinema americanum,224029,-,-,T
Niastella sp. YIM114,5383415,-,-,F
Sordaria araneosa,753109,-,-,T
Rhodobryum giganteum,564069,-,-,T
Umezawaea tangerina,27551,-,-,T
Tropicibacter sp. KYW 600,179504,-,-,T
Arcobacter sp. JNU-H033,713168,-,-,T
Anoplodactylus viridintestinalis,791925,-,-,T
Helgardia anguioides,44283,-,-,T
Arachnopeziza aurelia,606103,-,-,T
Chromulina cf. nebulosa,313329,-,-,T
Mariannaea elegans,629396,-,-,T
Corticium candelabrum,266093,-,-,T
Aspergillus sp.,550772,-,-,T
Mangroviflexus xiamenensis,4768081,-,-,F
Dicranum scoparium,195712,-,-,T
Hygrocybe persistens,632426,-,-,T
Hypsibius convergens,565792,-,-,T
Flavisolibacter sp. Gsoil 439,871329,-,-,T
Naganishia onofrii,5674289,-,-,T
Alatospora flagellata,3795580,-,-,T
Enterococcus faecalis,594447,T,mrcaott8126ott14326,T
Desulfosporosinus sp. FE18,5605154,-,-,F
Calliblepharis jubata,409812,-,-,T
Frustulia gondwana,5298415,-,-,T
Flavobacterium johnsoniae,5254502,-,-,T
